1_CNB0001_CNBcontig00001-cds1	arCOG01258	O	Chaperonin GroEL (HSP60 family)
10007_CsymA1087_DP000238.1_1087	no arCOG hits found.	NA	NA
10009_CsymA1089_DP000238.1_1089	no arCOG hits found.	NA	NA
10010_CsymA1090_DP000238.1_1090	no arCOG hits found.	NA	NA
10015_CsymA1095_DP000238.1_1095	arCOG00108,arCOG00115	L,L	Adenine specific DNA methylase Mod,DNA modification methylase
10031_CsymA1111_DP000238.1_1111	no arCOG hits found.	NA	NA
100314_QQL1606_QQLcontig00026-cds67	arCOG01391	M	Glycosyl transferase family 2
100315_QQL1607_QQLcontig00026-cds68	arCOG01391	M	Glycosyl transferase family 2
10034_CsymA1114_DP000238.1_1114	arCOG04994	E	Zn-dependent protease
10035_CsymA1115_DP000238.1_1115	no arCOG hits found.	NA	NA
1004_CNB1004_CNBcontig00012-cds48	no arCOG hits found.	NA	NA
10046_CsymA1126_DP000238.1_1126	arCOG00925	E	ABC-type branched-chain amino acid transport system, ATPase component
100470_QQL1762_QQLcontig00002b-cds137	no arCOG hits found.	NA	NA
100471_QQL1763_QQLcontig00002b-cds138	no arCOG hits found.	NA	NA
100473_QQL1765_QQLcontig00002b-cds140	no arCOG hits found.	NA	NA
100474_QQL1766_QQLcontig00002b-cds141	no arCOG hits found.	NA	NA
100484_QQL1776_QQLcontig00002b-cds151	no arCOG hits found.	NA	NA
10049_CsymA1129_DP000238.1_1129	arCOG03377	E	Serine protease
1005_CNB1005_CNBcontig00012-cds49	arCOG05362	S	Uncharacterized protein
100503_QQL1795_QQLcontig07772-cds1	no arCOG hits found.	NA	NA
100504_QQL1796_QQLcontig07773-cds1	no arCOG hits found.	NA	NA
100505_QQL1797_QQLcontig07775-cds1	no arCOG hits found.	NA	NA
100506_QQL1798_QQLcontig07781-cds1	arCOG12849	C	Acylphosphatase family protein
100507_QQL1799_QQLcontig07783-cds1	no arCOG hits found.	NA	NA
100508_QQL1800_QQLcontig07784-cds1	no arCOG hits found.	NA	NA
10056_CsymA1136_DP000238.1_1136	no arCOG hits found.	NA	NA
10062_CsymA1142_DP000238.1_1142	no arCOG hits found.	NA	NA
10065_CsymA1145_DP000238.1_1145	no arCOG hits found.	NA	NA
10070_CsymA1150_DP000238.1_1150	no arCOG hits found.	NA	NA
10072_CsymA1152_DP000238.1_1152	arCOG00809	J	Leucyl-tRNA synthetase
10073_CsymA1153_DP000238.1_1153	arCOG00809	J	Leucyl-tRNA synthetase
10074_CsymA1154_DP000238.1_1154	arCOG03561	R	Secreted protein with beta-propeller repeat domain
10075_CsymA1155_DP000238.1_1155	arCOG03561	R	Secreted protein with beta-propeller repeat domain
10076_CsymA1156_DP000238.1_1156	no arCOG hits found.	NA	NA
10078_CsymA1158_DP000238.1_1158	arCOG02709	E	Lactoylglutathione lyase or related enzyme
10087_CsymA1167_DP000238.1_1167	arCOG02868	O	Protein-disulfide isomerase
10088_CsymA1168_DP000238.1_1168	arCOG02868	O	Protein-disulfide isomerase
10098_CsymA1178_DP000238.1_1178	arCOG00115	L	DNA modification methylase
10099_CsymA1179_DP000238.1_1179	no arCOG hits found.	NA	NA
1010_CNB1010_CNBcontig00012-cds54	arCOG06847	R	Alpha/beta superfamily hydrolase
1011_CNB1011_CNBcontig00012-cds55	arCOG04508	P	TRASH/YHS-like protein, metallochaperone
1012_CNB1012_CNBcontig00012-cds56	arCOG03686	O	Predicted redox protein, regulator of disulfide bond formation
10121_CsymA1201_DP000238.1_1201	no arCOG hits found.	NA	NA
10127_CsymA1207_DP000238.1_1207	arCOG02125	X	Transposase
10128_CsymA1208_DP000238.1_1208	arCOG08752	S	Uncharacterized protein
10129_CsymA1209_DP000238.1_1209	no arCOG hits found.	NA	NA
10130_CsymA1210_DP000238.1_1210	arCOG00570	C	Dehydrogenase (flavoprotein)
10131_CsymA1211_DP000238.1_1211	no arCOG hits found.	NA	NA
10135_CsymA1215_DP000238.1_1215	arCOG08753	S	Zn finger containing protein
1014_CNB1014_CNBcontig00012-cds58	arCOG01061	K	Transcriptional regulator, contains HTH domain
10140_CsymA1220_DP000238.1_1220	arCOG03937	K	AbrB family transcriptional regulator
101426_QQP0918_QQPcontig03373-cds1	no arCOG hits found.	NA	NA
101427_QQP0919_QQPcontig00011-cds1	no arCOG hits found.	NA	NA
101442_QQP0934_QQPcontig00011-cds16	no arCOG hits found.	NA	NA
10148_CsymA1228_DP000238.1_1228	arCOG08756	S	Uncharacterized protein
101483_QQP0975_QQPcontig00011-cds57	no arCOG hits found.	NA	NA
1015_CNB1015_CNBcontig00012-cds59	no arCOG hits found.	NA	NA
10151_CsymA1231_DP000238.1_1231	arCOG04227	R	Predicted CoA-binding protein
10152_CsymA1232_DP000238.1_1232	arCOG04227	R	Predicted CoA-binding protein
10155_CsymA1235_DP000238.1_1235	arCOG08757	S	Uncharacterized protein
101559_QQP1051_QQPcontig00007-cds72	no arCOG hits found.	NA	NA
101561_QQP1053_QQPcontig00007-cds74	arCOG01410	M	Glycosyltransferase
101562_QQP1054_QQPcontig00007-cds75	no arCOG hits found.	NA	NA
101563_QQP1055_QQPcontig00028-cds1	no arCOG hits found.	NA	NA
101564_QQP1056_QQPcontig00028-cds2	no arCOG hits found.	NA	NA
1016_CNB1016_CNBcontig00012-cds60	arCOG00915	E	4-aminobutyrate aminotransferase or related aminotransferase
101639_QQP1131_QQPcontig00005-cds45	arCOG12832	S	Uncharacterized protein
101657_QQP1149_QQPcontig00005-cds63	no arCOG hits found.	NA	NA
101686_QQP1178_QQPcontig00005-cds92	arCOG01426	R	RecB family nuclease with coiled-coil N-terminal domain, paREP7 family protein
101692_QQP1184_QQPcontig00003-cds1	no arCOG hits found.	NA	NA
1017_CNB1017_CNBcontig00012-cds61	arCOG07416	R	Alpha/beta superfamily hydrolase
10175_CsymA1255_DP000238.1_1255	no arCOG hits found.	NA	NA
10177_CsymA1257_DP000238.1_1257	no arCOG hits found.	NA	NA
101806_QQP1298_QQPcontig00003-cds115	no arCOG hits found.	NA	NA
101819_QQP1311_QQPcontig00003-cds128	arCOG03237	R	ATPase, predicted component of phage defense system
10185_CsymA1265_DP000238.1_1265	arCOG11526	S	Uncharacterized membrane protein
101923_QQP1415_QQPcontig00003-cds232	no arCOG hits found.	NA	NA
101924_QQP1416_QQPcontig00008-cds1	no arCOG hits found.	NA	NA
101995_QQP1487_QQPcontig00006-cds1	arCOG01227	U	Signal recognition particle GTPase
10207_CsymA1287_DP000238.1_1287	no arCOG hits found.	NA	NA
10208_CsymA1288_DP000238.1_1288	no arCOG hits found.	NA	NA
102080_QQP1572_QQPcontig07201-cds1	arCOG01422	R	RecB-like nuclease fused to coiled-coil domain
102081_QQP1573_QQPcontig09136-cds1	no arCOG hits found.	NA	NA
10209_CsymA1289_DP000238.1_1289	arCOG08762	S	Uncharacterized protein
1021_CNB1021_CNBcontig00012-cds65	arCOG01728	R	Predicted class III extradiol dioxygenase, MEMO1 family
10211_CsymA1291_DP000238.1_1291	no arCOG hits found.	NA	NA
10217_CsymA1297_DP000238.1_1297	no arCOG hits found.	NA	NA
10229_CsymA1309_DP000238.1_1309	arCOG01449	V	CARF domain containing protein
10230_CsymA1310_DP000238.1_1310	no arCOG hits found.	NA	NA
10233_CsymA1313_DP000238.1_1313	no arCOG hits found.	NA	NA
102361_QQRM0058_QQRMcontig00004-cds58	no arCOG hits found.	NA	NA
102362_QQRM0059_QQRMcontig00005-cds1	no arCOG hits found.	NA	NA
10238_CsymA1318_DP000238.1_1318	arCOG08798	S	Uncharacterized protein
1024_CNB1024_CNBcontig00012-cds68	arCOG00613	H	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase
10240_CsymA1320_DP000238.1_1320	no arCOG hits found.	NA	NA
102419_QQRM0116_QQRMcontig00008-cds1	no arCOG hits found.	NA	NA
10243_CsymA1323_DP000238.1_1323	arCOG01117	K	Lrp/AsnC family C-terminal domain
102460_QQRM0157_QQRMcontig00008-cds42	no arCOG hits found.	NA	NA
